"Time (s)";"Distance (cm)"
7,014872900E-2;5,000000000E0
1,134747672E0;0,000000000E0
1,223469924E0;5,000000000E0
1,312183997E0;0,000000000E0
1,412183997E0;0,000000000E0
1,512183997E0;0,000000000E0
1,612183997E0;0,000000000E0
1,712183997E0;0,000000000E0
1,812183997E0;0,000000000E0
1,912183997E0;0,000000000E0
2,012183997E0;0,000000000E0
2,112183997E0;0,000000000E0
2,212183997E0;0,000000000E0
2,312183997E0;0,000000000E0
2,412183997E0;0,000000000E0
2,512183997E0;0,000000000E0
2,612183997E0;0,000000000E0
2,712183997E0;0,000000000E0
2,812183997E0;0,000000000E0
2,912183997E0;0,000000000E0
3,012183997E0;0,000000000E0
3,112183997E0;0,000000000E0
3,212183997E0;0,000000000E0
3,312183997E0;0,000000000E0
3,412183997E0;0,000000000E0
3,512183997E0;0,000000000E0
3,612183997E0;0,000000000E0
3,712183997E0;0,000000000E0
3,812183997E0;0,000000000E0
3,912183997E0;0,000000000E0
4,012183997E0;0,000000000E0
4,112183997E0;0,000000000E0
4,212183997E0;0,000000000E0
4,312183997E0;0,000000000E0
4,412183997E0;0,000000000E0
4,512183997E0;0,000000000E0
4,612183997E0;0,000000000E0
4,712183997E0;0,000000000E0
4,812183997E0;0,000000000E0
4,912183997E0;0,000000000E0
5,012183997E0;0,000000000E0
5,112183997E0;0,000000000E0
5,212183997E0;0,000000000E0
5,312183997E0;0,000000000E0
5,412183997E0;0,000000000E0
5,512183997E0;0,000000000E0
5,612183997E0;0,000000000E0
5,712183997E0;0,000000000E0
5,812183997E0;0,000000000E0
5,912183997E0;0,000000000E0
6,012183997E0;0,000000000E0
6,112183997E0;0,000000000E0
6,212183997E0;0,000000000E0
6,312183997E0;0,000000000E0
6,412183997E0;0,000000000E0
6,512183997E0;0,000000000E0
6,612183997E0;0,000000000E0
6,712183997E0;0,000000000E0
6,812183997E0;0,000000000E0
6,912183997E0;0,000000000E0
7,012183997E0;0,000000000E0
7,112183997E0;0,000000000E0
7,212183997E0;0,000000000E0
7,312183997E0;0,000000000E0
7,412183997E0;0,000000000E0
7,512183997E0;0,000000000E0
7,612183997E0;0,000000000E0
7,712183997E0;0,000000000E0
7,812183997E0;0,000000000E0
7,912183997E0;0,000000000E0
8,012183997E0;0,000000000E0
8,112183997E0;0,000000000E0
8,212183997E0;0,000000000E0
8,312183997E0;0,000000000E0
8,412183997E0;0,000000000E0
8,512183997E0;0,000000000E0
8,612183997E0;0,000000000E0
8,712183997E0;0,000000000E0
8,812183997E0;0,000000000E0
8,912183997E0;0,000000000E0
9,012183997E0;0,000000000E0
9,112183997E0;0,000000000E0
9,212183997E0;0,000000000E0
9,312183997E0;0,000000000E0
9,412183997E0;0,000000000E0
9,512183997E0;0,000000000E0
9,612183997E0;0,000000000E0
9,712183997E0;0,000000000E0
9,812183997E0;0,000000000E0
9,912183997E0;0,000000000E0
1,001218400E1;0,000000000E0
1,011218400E1;0,000000000E0
1,021218400E1;0,000000000E0
1,031218400E1;0,000000000E0
1,041218400E1;0,000000000E0
1,051218400E1;0,000000000E0
1,061218400E1;0,000000000E0
1,071218400E1;0,000000000E0
1,081218400E1;0,000000000E0
1,091218400E1;0,000000000E0
1,101218400E1;0,000000000E0
1,111218400E1;0,000000000E0
1,121218400E1;0,000000000E0
1,131218400E1;0,000000000E0
1,141218400E1;0,000000000E0
1,151218400E1;0,000000000E0
1,161218400E1;0,000000000E0
1,171218400E1;0,000000000E0
1,181218400E1;0,000000000E0
1,191218400E1;0,000000000E0
1,201218400E1;0,000000000E0
1,211218400E1;0,000000000E0
1,221218400E1;0,000000000E0
1,231218400E1;0,000000000E0
1,241218400E1;0,000000000E0
1,251218400E1;0,000000000E0
1,261218400E1;0,000000000E0
1,271218400E1;0,000000000E0
1,281218400E1;0,000000000E0
1,291218400E1;0,000000000E0
1,301218400E1;0,000000000E0
1,311218400E1;0,000000000E0
1,321218400E1;0,000000000E0
1,331218400E1;0,000000000E0
1,341218400E1;0,000000000E0
1,351218400E1;0,000000000E0
1,361218400E1;0,000000000E0
1,371218400E1;0,000000000E0
1,381218400E1;0,000000000E0
1,391218400E1;0,000000000E0
1,401218400E1;0,000000000E0
1,411218400E1;0,000000000E0
1,421218400E1;0,000000000E0
1,431218400E1;0,000000000E0
1,441218400E1;0,000000000E0
1,451218400E1;0,000000000E0
1,461218400E1;0,000000000E0
1,471218400E1;0,000000000E0
1,481218400E1;0,000000000E0
1,491218400E1;0,000000000E0
1,501218400E1;0,000000000E0
1,511218400E1;0,000000000E0
1,521218400E1;0,000000000E0
1,531218400E1;0,000000000E0
1,541218400E1;0,000000000E0
1,551218400E1;0,000000000E0
1,561218400E1;0,000000000E0
1,571218400E1;0,000000000E0
1,581218400E1;0,000000000E0
1,591218400E1;0,000000000E0
1,601218400E1;0,000000000E0
1,611218400E1;0,000000000E0
1,621218400E1;0,000000000E0
1,631218400E1;0,000000000E0
1,641218400E1;0,000000000E0
1,651218400E1;0,000000000E0
1,661218400E1;0,000000000E0
1,671218400E1;0,000000000E0
1,681218400E1;0,000000000E0
1,691218400E1;0,000000000E0
1,701218400E1;0,000000000E0
1,711218400E1;0,000000000E0
1,721218400E1;0,000000000E0
1,731218400E1;0,000000000E0
1,741218400E1;0,000000000E0
1,751218400E1;0,000000000E0
1,761218400E1;0,000000000E0
1,771218400E1;0,000000000E0
1,781218400E1;0,000000000E0
1,791218400E1;0,000000000E0
1,801218400E1;0,000000000E0
1,811218400E1;0,000000000E0
1,821218400E1;0,000000000E0
1,831218400E1;0,000000000E0
1,841218400E1;0,000000000E0
1,851218400E1;0,000000000E0
1,861218400E1;0,000000000E0
1,871218400E1;0,000000000E0
1,881218400E1;0,000000000E0
1,891218400E1;0,000000000E0
1,901218400E1;0,000000000E0
1,911218400E1;0,000000000E0
1,921218400E1;0,000000000E0
1,931218400E1;0,000000000E0
1,941218400E1;0,000000000E0
1,951218400E1;0,000000000E0
1,961218400E1;0,000000000E0
1,971218400E1;0,000000000E0
1,981218400E1;0,000000000E0
1,991218400E1;0,000000000E0
2,001218400E1;0,000000000E0
2,011218400E1;0,000000000E0
2,021218400E1;0,000000000E0
2,031218400E1;0,000000000E0
2,041218400E1;0,000000000E0
2,051218400E1;0,000000000E0
2,061218400E1;0,000000000E0
2,071218400E1;0,000000000E0
2,081218400E1;0,000000000E0
2,091218400E1;0,000000000E0
2,101218400E1;0,000000000E0
2,111218400E1;0,000000000E0
2,121218400E1;0,000000000E0
2,131218400E1;0,000000000E0
2,141218400E1;0,000000000E0
2,151218400E1;0,000000000E0
2,161218400E1;0,000000000E0
2,171218400E1;0,000000000E0
2,181218400E1;0,000000000E0
2,191218400E1;0,000000000E0
2,201218400E1;0,000000000E0
2,211218400E1;0,000000000E0
2,221218400E1;0,000000000E0
2,231218400E1;0,000000000E0
2,241218400E1;0,000000000E0
2,251218400E1;0,000000000E0
2,261218400E1;0,000000000E0
2,271218400E1;0,000000000E0
2,281218400E1;0,000000000E0
2,291218400E1;0,000000000E0
2,301218400E1;0,000000000E0
2,311218400E1;0,000000000E0
2,321218400E1;0,000000000E0
2,331218400E1;0,000000000E0
2,341218400E1;0,000000000E0
2,351218400E1;0,000000000E0
2,361218400E1;0,000000000E0
2,371218400E1;0,000000000E0
2,381218400E1;0,000000000E0
2,391218400E1;0,000000000E0
2,401218400E1;0,000000000E0
2,411218400E1;0,000000000E0
2,421218400E1;0,000000000E0
2,431218400E1;0,000000000E0
2,441218400E1;0,000000000E0
2,451218400E1;0,000000000E0
2,461218400E1;0,000000000E0
2,471218400E1;0,000000000E0
2,481218400E1;0,000000000E0
2,491218400E1;0,000000000E0
2,501218400E1;0,000000000E0
2,511218400E1;0,000000000E0
2,521218400E1;0,000000000E0
2,531218400E1;0,000000000E0
2,541218400E1;0,000000000E0
2,551218400E1;0,000000000E0
2,561218400E1;0,000000000E0
2,571218400E1;0,000000000E0
2,581218400E1;0,000000000E0
2,591218400E1;0,000000000E0
2,601218400E1;0,000000000E0
2,611218400E1;0,000000000E0
2,621218400E1;0,000000000E0
2,631218400E1;0,000000000E0
2,641218400E1;0,000000000E0
2,651218400E1;0,000000000E0
2,661218400E1;0,000000000E0
2,671218400E1;0,000000000E0
2,681218400E1;0,000000000E0
2,691218400E1;0,000000000E0
2,701218400E1;0,000000000E0
2,711218400E1;0,000000000E0
2,721218400E1;0,000000000E0
2,731218400E1;0,000000000E0
2,741218400E1;0,000000000E0
2,751218400E1;0,000000000E0
2,761218400E1;0,000000000E0
2,771218400E1;0,000000000E0
2,781218400E1;0,000000000E0
2,791218400E1;0,000000000E0
2,801218400E1;0,000000000E0
2,811218400E1;0,000000000E0
2,821218400E1;0,000000000E0
2,831218400E1;0,000000000E0
2,841218400E1;0,000000000E0
2,851218400E1;0,000000000E0
2,861218400E1;0,000000000E0
2,871218400E1;0,000000000E0
2,881218400E1;0,000000000E0
2,891218400E1;0,000000000E0
2,901218400E1;0,000000000E0
2,911218400E1;0,000000000E0
2,921218400E1;0,000000000E0
2,931218400E1;0,000000000E0
2,941218400E1;0,000000000E0
2,951218400E1;0,000000000E0
2,961218400E1;0,000000000E0
2,971218400E1;0,000000000E0
2,981218400E1;0,000000000E0
2,991218400E1;0,000000000E0
3,001218400E1;0,000000000E0
3,011218400E1;0,000000000E0
3,021218400E1;0,000000000E0
3,031218400E1;0,000000000E0
3,041218400E1;0,000000000E0
3,051218400E1;0,000000000E0
3,061218400E1;0,000000000E0
3,071218400E1;0,000000000E0
3,081218400E1;0,000000000E0
3,091218400E1;0,000000000E0
3,101218400E1;0,000000000E0
3,111218400E1;0,000000000E0
3,121218400E1;0,000000000E0
3,131218400E1;0,000000000E0
3,141218400E1;0,000000000E0
3,151218400E1;0,000000000E0
3,161218400E1;0,000000000E0
3,171218400E1;0,000000000E0
3,181218400E1;0,000000000E0
3,191218400E1;0,000000000E0
3,201218400E1;0,000000000E0
3,211218400E1;0,000000000E0
3,221218400E1;0,000000000E0
3,231218400E1;0,000000000E0
3,241218400E1;0,000000000E0
3,251218400E1;0,000000000E0
3,261218400E1;0,000000000E0
3,271218400E1;0,000000000E0
3,281218400E1;0,000000000E0
3,291218400E1;0,000000000E0
3,301218400E1;0,000000000E0
3,311218400E1;0,000000000E0
3,321218400E1;0,000000000E0
3,331218400E1;0,000000000E0
3,341218400E1;0,000000000E0
3,351218400E1;0,000000000E0
3,361218400E1;0,000000000E0
3,371218400E1;0,000000000E0
3,381218400E1;0,000000000E0
3,391218400E1;0,000000000E0
3,401218400E1;0,000000000E0
3,411218400E1;0,000000000E0
3,421218400E1;0,000000000E0
3,431218400E1;0,000000000E0
3,441218400E1;0,000000000E0
3,451218400E1;0,000000000E0
3,461218400E1;0,000000000E0
3,471218400E1;0,000000000E0
3,481218400E1;0,000000000E0
3,491218400E1;0,000000000E0
3,501218400E1;0,000000000E0
3,511218400E1;0,000000000E0
3,521218400E1;0,000000000E0
3,531218400E1;0,000000000E0
3,541218400E1;0,000000000E0
3,551218400E1;0,000000000E0
3,561218400E1;0,000000000E0
3,571218400E1;0,000000000E0
3,581218400E1;0,000000000E0
3,591218400E1;0,000000000E0
3,601218400E1;0,000000000E0
3,611218400E1;0,000000000E0
3,621218400E1;0,000000000E0
3,631218400E1;0,000000000E0
3,641218400E1;0,000000000E0
3,651218400E1;0,000000000E0
3,661218400E1;0,000000000E0
3,671218400E1;0,000000000E0
3,681218400E1;0,000000000E0
3,691218400E1;0,000000000E0
3,701218400E1;0,000000000E0
3,711218400E1;0,000000000E0
3,721218400E1;0,000000000E0
3,731218400E1;0,000000000E0
3,741218400E1;0,000000000E0
3,751218400E1;0,000000000E0
3,761218400E1;0,000000000E0
3,771218400E1;0,000000000E0
3,781218400E1;0,000000000E0
3,791218400E1;0,000000000E0
3,801218400E1;0,000000000E0
3,811218400E1;0,000000000E0
3,821218400E1;0,000000000E0
3,831218400E1;0,000000000E0
3,841218400E1;0,000000000E0
3,851218400E1;0,000000000E0
3,861218400E1;0,000000000E0
3,871218400E1;0,000000000E0
3,881218400E1;0,000000000E0
3,891218400E1;0,000000000E0
3,901218400E1;0,000000000E0
3,911218400E1;0,000000000E0
3,921218400E1;0,000000000E0
3,931218400E1;0,000000000E0
3,941218400E1;0,000000000E0
3,951218400E1;0,000000000E0
3,961218400E1;0,000000000E0
3,971218400E1;0,000000000E0
3,981218400E1;0,000000000E0
3,991218400E1;0,000000000E0
4,001218400E1;0,000000000E0
4,011218400E1;0,000000000E0
4,021218400E1;0,000000000E0
4,031218400E1;0,000000000E0
4,041218400E1;0,000000000E0
4,051218400E1;0,000000000E0
4,061218400E1;0,000000000E0
4,071218400E1;0,000000000E0
4,081218400E1;0,000000000E0
4,091218400E1;0,000000000E0
4,101218400E1;0,000000000E0
4,111218400E1;0,000000000E0
4,121218400E1;0,000000000E0
4,131218400E1;0,000000000E0
4,141218400E1;0,000000000E0
4,151218400E1;0,000000000E0
4,161218400E1;0,000000000E0
4,171218400E1;0,000000000E0
4,181218400E1;0,000000000E0
4,191218400E1;0,000000000E0
4,201218400E1;0,000000000E0
4,211218400E1;0,000000000E0
4,221218400E1;0,000000000E0
4,231218400E1;0,000000000E0
4,241218400E1;0,000000000E0
4,251218400E1;0,000000000E0
4,261218400E1;0,000000000E0
4,271218400E1;0,000000000E0
4,281218400E1;0,000000000E0
4,291218400E1;0,000000000E0
4,301218400E1;0,000000000E0
4,311218400E1;0,000000000E0
4,321218400E1;0,000000000E0
4,331218400E1;0,000000000E0
4,341218400E1;0,000000000E0
4,351218400E1;0,000000000E0
4,361218400E1;0,000000000E0
4,371218400E1;0,000000000E0
4,381218400E1;0,000000000E0
4,391218400E1;0,000000000E0
4,401218400E1;0,000000000E0
4,411218400E1;0,000000000E0
4,421218400E1;0,000000000E0
4,431218400E1;0,000000000E0
4,441218400E1;0,000000000E0
4,451218400E1;0,000000000E0
4,461218400E1;0,000000000E0
4,471218400E1;0,000000000E0
4,481218400E1;0,000000000E0
4,491218400E1;0,000000000E0
4,501218400E1;0,000000000E0
4,511218400E1;0,000000000E0
4,521218400E1;0,000000000E0
4,531218400E1;0,000000000E0
4,541218400E1;0,000000000E0
4,551218400E1;0,000000000E0
4,561218400E1;0,000000000E0
4,571218400E1;0,000000000E0
4,581218400E1;0,000000000E0
4,591218400E1;0,000000000E0
4,601218400E1;0,000000000E0
4,611218400E1;0,000000000E0
4,621218400E1;0,000000000E0
4,631218400E1;0,000000000E0
4,641218400E1;0,000000000E0
4,651218400E1;0,000000000E0
4,661218400E1;0,000000000E0
4,671218400E1;0,000000000E0
4,681218400E1;0,000000000E0
4,691218400E1;0,000000000E0
4,701218400E1;0,000000000E0
4,711218400E1;0,000000000E0
4,721218400E1;0,000000000E0
4,731218400E1;0,000000000E0
4,741218400E1;0,000000000E0
4,751218400E1;0,000000000E0
4,761218400E1;0,000000000E0
4,771218400E1;0,000000000E0
4,781218400E1;0,000000000E0
4,791218400E1;0,000000000E0
4,801218400E1;0,000000000E0
4,811218400E1;0,000000000E0
4,821218400E1;0,000000000E0
4,831218400E1;0,000000000E0
4,841218400E1;0,000000000E0
4,851218400E1;0,000000000E0
4,861218400E1;0,000000000E0
4,871218400E1;0,000000000E0
4,881218400E1;0,000000000E0
4,891218400E1;0,000000000E0
4,901218400E1;0,000000000E0
4,911218400E1;0,000000000E0
4,921218400E1;0,000000000E0
4,931218400E1;0,000000000E0
4,941218400E1;0,000000000E0
4,951218400E1;0,000000000E0
4,961218400E1;0,000000000E0
4,971218400E1;0,000000000E0
4,981218400E1;0,000000000E0
4,991218400E1;0,000000000E0
5,001218400E1;0,000000000E0
5,011218400E1;0,000000000E0
5,021218400E1;0,000000000E0
5,031218400E1;0,000000000E0
5,041218400E1;0,000000000E0
5,051218400E1;0,000000000E0
5,061218400E1;0,000000000E0
5,071218400E1;0,000000000E0
5,081218400E1;0,000000000E0
5,091218400E1;0,000000000E0
5,101218400E1;0,000000000E0
5,111218400E1;0,000000000E0
5,121218400E1;0,000000000E0
5,131218400E1;0,000000000E0
5,141218400E1;0,000000000E0
5,151218400E1;0,000000000E0
5,161218400E1;0,000000000E0
5,171218400E1;0,000000000E0
5,181218400E1;0,000000000E0
5,191218400E1;0,000000000E0
5,201218400E1;0,000000000E0
5,211218400E1;0,000000000E0
5,221218400E1;0,000000000E0
5,231218400E1;0,000000000E0
5,241218400E1;0,000000000E0
5,251218400E1;0,000000000E0
5,261218400E1;0,000000000E0
5,271218400E1;0,000000000E0
5,281218400E1;0,000000000E0
5,291218400E1;0,000000000E0
5,301218400E1;0,000000000E0
5,311218400E1;0,000000000E0
5,321218400E1;0,000000000E0
5,331218400E1;0,000000000E0
5,341218400E1;0,000000000E0
5,351218400E1;0,000000000E0
5,361218400E1;0,000000000E0
5,371218400E1;0,000000000E0
5,381218400E1;0,000000000E0
5,391218400E1;0,000000000E0
5,401218400E1;0,000000000E0
5,411218400E1;0,000000000E0
5,421218400E1;0,000000000E0
5,431218400E1;0,000000000E0
5,441218400E1;0,000000000E0
5,451218400E1;0,000000000E0
5,461218400E1;0,000000000E0
5,471218400E1;0,000000000E0
5,481218400E1;0,000000000E0
5,491218400E1;0,000000000E0
5,501218400E1;0,000000000E0
5,511218400E1;0,000000000E0
5,521218400E1;0,000000000E0
5,531218400E1;0,000000000E0
5,541218400E1;0,000000000E0
5,551218400E1;0,000000000E0
5,561218400E1;0,000000000E0
5,571218400E1;0,000000000E0
5,581218400E1;0,000000000E0
5,591218400E1;0,000000000E0
5,601218400E1;0,000000000E0
5,611218400E1;0,000000000E0
5,621218400E1;0,000000000E0
5,631218400E1;0,000000000E0
5,641218400E1;0,000000000E0
5,651218400E1;0,000000000E0
5,661218400E1;0,000000000E0
5,671218400E1;0,000000000E0
5,681218400E1;0,000000000E0
5,691218400E1;0,000000000E0
5,701218400E1;0,000000000E0
5,711218400E1;0,000000000E0
5,721218400E1;0,000000000E0
5,731218400E1;0,000000000E0
5,741218400E1;0,000000000E0
5,751218400E1;0,000000000E0
5,761218400E1;0,000000000E0
5,771218400E1;0,000000000E0
5,781218400E1;0,000000000E0
5,791218400E1;0,000000000E0
5,801218400E1;0,000000000E0
5,811218400E1;0,000000000E0
5,821218400E1;0,000000000E0
5,831218400E1;0,000000000E0
5,841218400E1;0,000000000E0
5,851218400E1;0,000000000E0
5,861218400E1;0,000000000E0
5,871218400E1;0,000000000E0
5,881218400E1;0,000000000E0
5,891218400E1;0,000000000E0
5,901218400E1;0,000000000E0
5,911218400E1;0,000000000E0
5,921218400E1;0,000000000E0
5,931218400E1;0,000000000E0
5,941218400E1;0,000000000E0
5,951218400E1;0,000000000E0
5,961218400E1;0,000000000E0
5,971218400E1;0,000000000E0
5,981218400E1;0,000000000E0
5,991218400E1;0,000000000E0
6,001218400E1;0,000000000E0
6,011218400E1;0,000000000E0
6,021218400E1;0,000000000E0
6,031218400E1;0,000000000E0
6,041218400E1;0,000000000E0
6,051218400E1;0,000000000E0
6,061218400E1;0,000000000E0
6,071218400E1;0,000000000E0
6,081218400E1;0,000000000E0
6,091218400E1;0,000000000E0
6,101218400E1;0,000000000E0
6,111218400E1;0,000000000E0
6,121218400E1;0,000000000E0
6,131218400E1;0,000000000E0
6,141218400E1;0,000000000E0
6,151218400E1;0,000000000E0
6,161218400E1;0,000000000E0
6,171218400E1;0,000000000E0
6,181218400E1;0,000000000E0
6,191218400E1;0,000000000E0
6,201218400E1;0,000000000E0
6,211218400E1;0,000000000E0
6,221218400E1;0,000000000E0
6,231218400E1;0,000000000E0
6,241218400E1;0,000000000E0
6,251218400E1;0,000000000E0
6,261218400E1;0,000000000E0
6,271218400E1;0,000000000E0
6,281218400E1;0,000000000E0
6,291218400E1;0,000000000E0
6,301218400E1;0,000000000E0
6,311218400E1;0,000000000E0
6,321218400E1;0,000000000E0
6,331218400E1;0,000000000E0
6,341218400E1;0,000000000E0
6,351218400E1;0,000000000E0
6,361218400E1;0,000000000E0
6,371218400E1;0,000000000E0
6,381218400E1;0,000000000E0
6,391218400E1;0,000000000E0
6,401218400E1;0,000000000E0
6,411218400E1;0,000000000E0
6,421218400E1;0,000000000E0
6,431218400E1;0,000000000E0
6,441218400E1;0,000000000E0
6,451218400E1;0,000000000E0
6,461218400E1;0,000000000E0
6,471218400E1;0,000000000E0
6,481218400E1;0,000000000E0
6,491218400E1;0,000000000E0
6,501218400E1;0,000000000E0
6,511218400E1;0,000000000E0
6,521218400E1;0,000000000E0
6,531218400E1;0,000000000E0
6,541218400E1;0,000000000E0
6,551218400E1;0,000000000E0
6,561218400E1;0,000000000E0
6,571218400E1;0,000000000E0
6,581218400E1;0,000000000E0
6,591218400E1;0,000000000E0
6,601218400E1;0,000000000E0
6,611218400E1;0,000000000E0
6,621218400E1;0,000000000E0
6,631218400E1;0,000000000E0
6,641218400E1;0,000000000E0
6,651218400E1;0,000000000E0
6,661218400E1;0,000000000E0
6,671218400E1;0,000000000E0
6,681218400E1;0,000000000E0
6,691218400E1;0,000000000E0
6,701218400E1;0,000000000E0
6,711218400E1;0,000000000E0
6,721218400E1;0,000000000E0
6,731218400E1;0,000000000E0
6,741218400E1;0,000000000E0
6,751218400E1;0,000000000E0
6,761218400E1;0,000000000E0
6,771218400E1;0,000000000E0
6,781218400E1;0,000000000E0
6,791218400E1;0,000000000E0
6,801218400E1;0,000000000E0
6,811218400E1;0,000000000E0
6,821218400E1;0,000000000E0
6,831218400E1;0,000000000E0
6,841218400E1;0,000000000E0
6,851218400E1;0,000000000E0
