"Time (s)";"Temperature (°C)"
7,984781800E-2;3,002734375E1
1,456293240E-1;3,002343750E1
2,456293240E-1;3,006250000E1
3,456293240E-1;3,007421875E1
4,456293240E-1;3,009375000E1
5,456293240E-1;3,007421875E1
6,456293240E-1;3,009375000E1
7,456293240E-1;3,011718750E1
8,456293240E-1;3,011718750E1
9,456293240E-1;3,013671875E1
1,045629324E0;3,017187500E1
1,145629324E0;3,009375000E1
1,245629324E0;3,011718750E1
1,345629324E0;3,015234375E1
1,445629324E0;3,016015625E1
1,545629324E0;3,016406250E1
1,645629324E0;3,015625000E1
1,745629324E0;3,019921875E1
1,845629324E0;3,016796875E1
1,945629324E0;3,019140625E1
2,045629324E0;3,019140625E1
2,145629324E0;3,019921875E1
2,245629324E0;3,024218750E1
2,345629324E0;3,024218750E1
2,445629324E0;3,023437500E1
2,545629324E0;3,024218750E1
2,645629324E0;3,028515625E1
2,745629324E0;3,026953125E1
2,845629324E0;3,025781250E1
2,945629324E0;3,029296875E1
3,045629324E0;3,033593750E1
3,145629324E0;3,028125000E1
3,245629324E0;3,030859375E1
3,345629324E0;3,033984375E1
3,445629324E0;3,036718750E1
3,545629324E0;3,038281250E1
3,645629324E0;3,040625000E1
3,745629324E0;3,045312500E1
3,845629324E0;3,041406250E1
3,945629324E0;3,045312500E1
4,045629324E0;3,044921875E1
4,145629324E0;3,043359375E1
4,245629324E0;3,045703125E1
4,345629324E0;3,047265625E1
4,445629324E0;3,044921875E1
4,545629324E0;3,045703125E1
4,645629324E0;3,046484375E1
4,745629324E0;3,048437500E1
4,845629324E0;3,050781250E1
4,945629324E0;3,049218750E1
5,045629324E0;3,054687500E1
5,145629324E0;3,055859375E1
5,245629324E0;3,052343750E1
5,345629324E0;3,056640625E1
5,445629324E0;3,055859375E1
5,545629324E0;3,057031250E1
5,645629324E0;3,057421875E1
5,745629324E0;3,053906250E1
5,845629324E0;3,053515625E1
5,945629324E0;3,056640625E1
6,045629324E0;3,060546875E1
6,145629324E0;3,058984375E1
6,245629324E0;3,062500000E1
6,345629324E0;3,059765625E1
6,445629324E0;3,066796875E1
6,545629324E0;3,062500000E1
6,645629324E0;3,061718750E1
6,745629324E0;3,069531250E1
6,845629324E0;3,071093750E1
6,945629324E0;3,069140625E1
7,045629324E0;3,065234375E1
7,145629324E0;3,067187500E1
7,245629324E0;3,069921875E1
7,345629324E0;3,069140625E1
7,445629324E0;3,068750000E1
7,545629324E0;3,068359375E1
7,645629324E0;3,068359375E1
7,745629324E0;3,067968750E1
7,845629324E0;3,068359375E1
7,945629324E0;3,075000000E1
8,045629324E0;3,069140625E1
8,145629324E0;3,069531250E1
8,245629324E0;3,069921875E1
8,345629324E0;3,075000000E1
8,445629324E0;3,069921875E1
8,545629324E0;3,069140625E1
8,645629324E0;3,069921875E1
8,745629324E0;3,075781250E1
8,845629324E0;3,070703125E1
8,945629324E0;3,069921875E1
9,045629324E0;3,069921875E1
9,145629324E0;3,075000000E1
9,245629324E0;3,075000000E1
9,345629324E0;3,075781250E1
9,445629324E0;3,075000000E1
9,545629324E0;3,070703125E1
9,645629324E0;3,075000000E1
9,745629324E0;3,072265625E1
9,845629324E0;3,073828125E1
9,945629324E0;3,075000000E1
1,004562932E1;3,078125000E1
1,014562932E1;3,070703125E1
1,024562932E1;3,075781250E1
1,034562932E1;3,072265625E1
1,044562932E1;3,072265625E1
1,054562932E1;3,078125000E1
1,064562932E1;3,075781250E1
1,074562932E1;3,073828125E1
1,084562932E1;3,073828125E1
1,094562932E1;3,075781250E1
1,104562932E1;3,075781250E1
1,114562932E1;3,072265625E1
1,124562932E1;3,073828125E1
1,134562932E1;3,078125000E1
1,144562932E1;3,075781250E1
1,154562932E1;3,078906250E1
1,164562932E1;3,078906250E1
1,174562932E1;3,075781250E1
1,184562932E1;3,077343750E1
1,194562932E1;3,078125000E1
1,204562932E1;3,075781250E1
1,214562932E1;3,076562500E1
1,224562932E1;3,077343750E1
1,234562932E1;3,076562500E1
1,244562932E1;3,079687500E1
1,254562932E1;3,077343750E1
1,264562932E1;3,071484375E1
1,274562932E1;3,075781250E1
1,284562932E1;3,075781250E1
1,294562932E1;3,075000000E1
1,304562932E1;3,077343750E1
1,314562932E1;3,078125000E1
1,324562932E1;3,077343750E1
1,334562932E1;3,073828125E1
1,344562932E1;3,075781250E1
1,354562932E1;3,076562500E1
1,364562932E1;3,075000000E1
1,374562932E1;3,073828125E1
1,384562932E1;3,078906250E1
1,394562932E1;3,080078125E1
1,404562932E1;3,079687500E1
1,414562932E1;3,077343750E1
1,424562932E1;3,076562500E1
1,434562932E1;3,076562500E1
1,444562932E1;3,078125000E1
1,454562932E1;3,075000000E1
1,464562932E1;3,078125000E1
1,474562932E1;3,075781250E1
1,484562932E1;3,075781250E1
1,494562932E1;3,075781250E1
1,504562932E1;3,072265625E1
1,514562932E1;3,077343750E1
1,524562932E1;3,077343750E1
1,534562932E1;3,075781250E1
1,544562932E1;3,073828125E1
1,554562932E1;3,075000000E1
1,564562932E1;3,075000000E1
1,574562932E1;3,076562500E1
1,584562932E1;3,080468750E1
1,594562932E1;3,075000000E1
1,604562932E1;3,076953125E1
1,614562932E1;3,075781250E1
1,624562932E1;3,078125000E1
1,634562932E1;3,080078125E1
1,644562932E1;3,077734375E1
1,654562932E1;3,077343750E1
1,664562932E1;3,079687500E1
1,674562932E1;3,076953125E1
1,684562932E1;3,085937500E1
1,694562932E1;3,081250000E1
1,704562932E1;3,079687500E1
1,714562932E1;3,081250000E1
1,724562932E1;3,075781250E1
1,734562932E1;3,075781250E1
1,744562932E1;3,075000000E1
1,754562932E1;3,078125000E1
1,764562932E1;3,074609375E1
1,774562932E1;3,077343750E1
1,784562932E1;3,075000000E1
1,794562932E1;3,080078125E1
1,804562932E1;3,077343750E1
1,814562932E1;3,080078125E1
1,824562932E1;3,081250000E1
1,834562932E1;3,077343750E1
1,844562932E1;3,079687500E1
1,854562932E1;3,077734375E1
1,864562932E1;3,079687500E1
1,874562932E1;3,076953125E1
1,884562932E1;3,078515625E1
1,894562932E1;3,078125000E1
1,904562932E1;3,079296875E1
1,914562932E1;3,080078125E1
1,924562932E1;3,078515625E1
1,934562932E1;3,081250000E1
1,944562932E1;3,075000000E1
1,954562932E1;3,078125000E1
1,964562932E1;3,079296875E1
1,974562932E1;3,080468750E1
1,984562932E1;3,080468750E1
1,994562932E1;3,081640625E1
2,004562932E1;3,076171875E1
2,014562932E1;3,078515625E1
2,024562932E1;3,081640625E1
2,034562932E1;3,077343750E1
2,044562932E1;3,080468750E1
2,054562932E1;3,081640625E1
2,064562932E1;3,079296875E1
2,074562932E1;3,082031250E1
2,084562932E1;3,079296875E1
2,094562932E1;3,083984375E1
2,104562932E1;3,078906250E1
2,114562932E1;3,076953125E1
2,124562932E1;3,081640625E1
2,134562932E1;3,075781250E1
2,144562932E1;3,076953125E1
2,154562932E1;3,080468750E1
2,164562932E1;3,076953125E1
2,174562932E1;3,082031250E1
2,184562932E1;3,078515625E1
2,194562932E1;3,079296875E1
2,204562932E1;3,081640625E1
2,214562932E1;3,078906250E1
2,224562932E1;3,079687500E1
2,234562932E1;3,082421875E1
2,244562932E1;3,080468750E1
2,254562932E1;3,077734375E1
2,264562932E1;3,080468750E1
2,274562932E1;3,079296875E1
2,284562932E1;3,081640625E1
2,294562932E1;3,076562500E1
2,304562932E1;3,082812500E1
2,314562932E1;3,081250000E1
2,324562932E1;3,079687500E1
2,334562932E1;3,085546875E1
2,344562932E1;3,080078125E1
2,354562932E1;3,080468750E1
2,364562932E1;3,082812500E1
2,374562932E1;3,077734375E1
2,384562932E1;3,080468750E1
2,394562932E1;3,080468750E1
2,404562932E1;3,079296875E1
2,414562932E1;3,078906250E1
2,424562932E1;3,079296875E1
2,434562932E1;3,083593750E1
2,444562932E1;3,081640625E1
2,454562932E1;3,079296875E1
2,464562932E1;3,080078125E1
2,474562932E1;3,079296875E1
2,484562932E1;3,081250000E1
2,494562932E1;3,078515625E1
2,504562932E1;3,081640625E1
2,514562932E1;3,080468750E1
2,524562932E1;3,078906250E1
2,534562932E1;3,080078125E1
2,544562932E1;3,083984375E1
2,554562932E1;3,080468750E1
2,564562932E1;3,083984375E1
2,574562932E1;3,079687500E1
2,584562932E1;3,082421875E1
2,594562932E1;3,083203125E1
2,604562932E1;3,083984375E1
2,614562932E1;3,080468750E1
2,624562932E1;3,083203125E1
2,634562932E1;3,082421875E1
2,644562932E1;3,081640625E1
2,654562932E1;3,080468750E1
2,664562932E1;3,080468750E1
2,674562932E1;3,077734375E1
2,684562932E1;3,076562500E1
2,694562932E1;3,077343750E1
2,704562932E1;3,076562500E1
2,714562932E1;3,079687500E1
2,724562932E1;3,081250000E1
2,734562932E1;3,075000000E1
2,744562932E1;3,077343750E1
2,754562932E1;3,076562500E1
2,764562932E1;3,076562500E1
2,774562932E1;3,075781250E1
2,784562932E1;3,078906250E1
2,794562932E1;3,077343750E1
2,804562932E1;3,077343750E1
2,814562932E1;3,078125000E1
2,824562932E1;3,079687500E1
2,834562932E1;3,075781250E1
2,844562932E1;3,077343750E1
2,854562932E1;3,075000000E1
2,864562932E1;3,076562500E1
2,874562932E1;3,075000000E1
2,884562932E1;3,080078125E1
2,894562932E1;3,075000000E1
2,904562932E1;3,073046875E1
2,914562932E1;3,073828125E1
2,924562932E1;3,076562500E1
2,934562932E1;3,077343750E1
2,944562932E1;3,073046875E1
2,954562932E1;3,076562500E1
2,964562932E1;3,071484375E1
2,974562932E1;3,073046875E1
2,984562932E1;3,078125000E1
2,994562932E1;3,075781250E1
3,004562932E1;3,075781250E1
3,014562932E1;3,075781250E1
3,024562932E1;3,069140625E1
3,034562932E1;3,070703125E1
3,044562932E1;3,078906250E1
3,054562932E1;3,075781250E1
3,064562932E1;3,077343750E1
3,074562932E1;3,075000000E1
3,084562932E1;3,073828125E1
3,094562932E1;3,073046875E1
3,104562932E1;3,071484375E1
3,114562932E1;3,075000000E1
3,124562932E1;3,073828125E1
3,134562932E1;3,071484375E1
3,144562932E1;3,070703125E1
3,154562932E1;3,075000000E1
3,164562932E1;3,070703125E1
3,174562932E1;3,069921875E1
3,184562932E1;3,075781250E1
3,194562932E1;3,070703125E1
3,204562932E1;3,075781250E1
3,214562932E1;3,075781250E1
3,224562932E1;3,073828125E1
3,234562932E1;3,075781250E1
3,244562932E1;3,073828125E1
3,254562932E1;3,068359375E1
3,264562932E1;3,070703125E1
3,274562932E1;3,069921875E1
3,284562932E1;3,068359375E1
3,294562932E1;3,069921875E1
3,304562932E1;3,069921875E1
3,314562932E1;3,068359375E1
3,324562932E1;3,071484375E1
3,334562932E1;3,069921875E1
3,344562932E1;3,064843750E1
3,354562932E1;3,070312500E1
3,364562932E1;3,073046875E1
3,374562932E1;3,073828125E1
3,384562932E1;3,066406250E1
3,394562932E1;3,073046875E1
3,404562932E1;3,067187500E1
3,414562932E1;3,070703125E1
3,424562932E1;3,071484375E1
3,434562932E1;3,072265625E1
3,444562932E1;3,072265625E1
3,454562932E1;3,070703125E1
3,464562932E1;3,069921875E1
3,474562932E1;3,069921875E1
3,484562932E1;3,073046875E1
3,494562932E1;3,068750000E1
3,504562932E1;3,069921875E1
3,514562932E1;3,067187500E1
3,524562932E1;3,072265625E1
3,534562932E1;3,069921875E1
3,544562932E1;3,069921875E1
3,554562932E1;3,071484375E1
3,564562932E1;3,070703125E1
3,574562932E1;3,075000000E1
3,584562932E1;3,072265625E1
3,594562932E1;3,073046875E1
3,604562932E1;3,067187500E1
3,614562932E1;3,069921875E1
3,624562932E1;3,071484375E1
3,634562932E1;3,071484375E1
3,644562932E1;3,069921875E1
3,654562932E1;3,072265625E1
3,664562932E1;3,066406250E1
3,674562932E1;3,070703125E1
3,684562932E1;3,069921875E1
3,694562932E1;3,069140625E1
3,704562932E1;3,066796875E1
3,714562932E1;3,061328125E1
3,724562932E1;3,062500000E1
3,734562932E1;3,065234375E1
3,744562932E1;3,060546875E1
3,754562932E1;3,069921875E1
3,764562932E1;3,063281250E1
3,774562932E1;3,067968750E1
3,784562932E1;3,062500000E1
3,794562932E1;3,069531250E1
3,804562932E1;3,064062500E1
3,814562932E1;3,063281250E1
3,824562932E1;3,063281250E1
3,834562932E1;3,068750000E1
3,844562932E1;3,063671875E1
3,854562932E1;3,060546875E1
3,864562932E1;3,061718750E1
3,874562932E1;3,062109375E1
3,884562932E1;3,060546875E1
3,894562932E1;3,058203125E1
3,904562932E1;3,064843750E1
3,914562932E1;3,064843750E1
3,924562932E1;3,064062500E1
3,934562932E1;3,064062500E1
3,944562932E1;3,062500000E1
3,954562932E1;3,063281250E1
3,964562932E1;3,060546875E1
3,974562932E1;3,065625000E1
3,984562932E1;3,064843750E1
3,994562932E1;3,061718750E1
4,004562932E1;3,066406250E1
4,014562932E1;3,066406250E1
4,024562932E1;3,062500000E1
4,034562932E1;3,062500000E1
4,044562932E1;3,060156250E1
4,054562932E1;3,065625000E1
4,064562932E1;3,061718750E1
4,074562932E1;3,058984375E1
4,084562932E1;3,064843750E1
4,094562932E1;3,059765625E1
4,104562932E1;3,060546875E1
4,114562932E1;3,062500000E1
4,124562932E1;3,063281250E1
4,134562932E1;3,057421875E1
4,144562932E1;3,064843750E1
4,154562932E1;3,060546875E1
4,164562932E1;3,059765625E1
4,174562932E1;3,060546875E1
4,184562932E1;3,059765625E1
4,194562932E1;3,058203125E1
4,204562932E1;3,059765625E1
4,214562932E1;3,055078125E1
4,224562932E1;3,063281250E1
4,234562932E1;3,058203125E1
4,244562932E1;3,056640625E1
4,254562932E1;3,058203125E1
4,264562932E1;3,058984375E1
4,274562932E1;3,063281250E1
4,284562932E1;3,058203125E1
4,294562932E1;3,058984375E1
4,304562932E1;3,064062500E1
4,314562932E1;3,063281250E1
4,324562932E1;3,058984375E1
4,334562932E1;3,062500000E1
4,344562932E1;3,062500000E1
4,354562932E1;3,058203125E1
4,364562932E1;3,063281250E1
4,374562932E1;3,058203125E1
4,384562932E1;3,060546875E1
4,394562932E1;3,060546875E1
4,404562932E1;3,057421875E1
4,414562932E1;3,064062500E1
4,424562932E1;3,056640625E1
4,434562932E1;3,058203125E1
4,444562932E1;3,059765625E1
4,454562932E1;3,066406250E1
4,464562932E1;3,057421875E1
4,474562932E1;3,060546875E1
4,484562932E1;3,065625000E1
4,494562932E1;3,064843750E1
4,504562932E1;3,057421875E1
4,514562932E1;3,065625000E1
4,524562932E1;3,062500000E1
4,534562932E1;3,060546875E1
4,544562932E1;3,068750000E1
4,554562932E1;3,066796875E1
4,564562932E1;3,063671875E1
4,574562932E1;3,065625000E1
4,584562932E1;3,057812500E1
4,594562932E1;3,068750000E1
4,604562932E1;3,070312500E1
4,614562932E1;3,066796875E1
4,624562932E1;3,067968750E1
4,634562932E1;3,064062500E1
4,644562932E1;3,066015625E1
4,654562932E1;3,064453125E1
4,664562932E1;3,059375000E1
4,674562932E1;3,064843750E1
4,684562932E1;3,062109375E1
4,694562932E1;3,064062500E1
4,704562932E1;3,071484375E1
4,714562932E1;3,065234375E1
4,724562932E1;3,069921875E1
4,734562932E1;3,063671875E1
4,744562932E1;3,069140625E1
4,754562932E1;3,070703125E1
4,764562932E1;3,069140625E1
4,774562932E1;3,069140625E1
4,784562932E1;3,068359375E1
4,794562932E1;3,071484375E1
4,804562932E1;3,068359375E1
4,814562932E1;3,064453125E1
4,824562932E1;3,070703125E1
4,834562932E1;3,067187500E1
4,844562932E1;3,070703125E1
4,854562932E1;3,068359375E1
4,864562932E1;3,069921875E1
4,874562932E1;3,068359375E1
4,884562932E1;3,072265625E1
4,894562932E1;3,069921875E1
4,904562932E1;3,071484375E1
4,914562932E1;3,071484375E1
4,924562932E1;3,069140625E1
4,934562932E1;3,069140625E1
4,944562932E1;3,069921875E1
4,954562932E1;3,067187500E1
4,964562932E1;3,075781250E1
4,974562932E1;3,066796875E1
4,984562932E1;3,069921875E1
4,994562932E1;3,073046875E1
5,004562932E1;3,073046875E1
5,014562932E1;3,073828125E1
5,024562932E1;3,073046875E1
5,034562932E1;3,076562500E1
5,044562932E1;3,073828125E1
5,054562932E1;3,075781250E1
5,064562932E1;3,075781250E1
5,074562932E1;3,078125000E1
5,084562932E1;3,075000000E1
5,094562932E1;3,076562500E1
5,104562932E1;3,078125000E1
5,114562932E1;3,075000000E1
5,124562932E1;3,071484375E1
5,134562932E1;3,072265625E1
5,144562932E1;3,073828125E1
5,154562932E1;3,073046875E1
5,164562932E1;3,072265625E1
5,174562932E1;3,073828125E1
5,184562932E1;3,075000000E1
5,194562932E1;3,077343750E1
5,204562932E1;3,075000000E1
5,214562932E1;3,072265625E1
5,224562932E1;3,072265625E1
5,234562932E1;3,072265625E1
5,244562932E1;3,071484375E1
5,254562932E1;3,073828125E1
5,264562932E1;3,076562500E1
5,274562932E1;3,073828125E1
5,284562932E1;3,076562500E1
5,294562932E1;3,073828125E1
5,304562932E1;3,072265625E1
5,314562932E1;3,076562500E1
5,324562932E1;3,075000000E1
5,334562932E1;3,069921875E1
5,344562932E1;3,075781250E1
5,354562932E1;3,071484375E1
5,364562932E1;3,073046875E1
5,374562932E1;3,070703125E1
5,384562932E1;3,075000000E1
5,394562932E1;3,071484375E1
5,404562932E1;3,075000000E1
5,414562932E1;3,073046875E1
5,424562932E1;3,076562500E1
5,434562932E1;3,071484375E1
5,444562932E1;3,071484375E1
5,454562932E1;3,073046875E1
5,464562932E1;3,075000000E1
5,474562932E1;3,071484375E1
5,484562932E1;3,073828125E1
5,494562932E1;3,073828125E1
5,504562932E1;3,073828125E1
5,514562932E1;3,073046875E1
5,524562932E1;3,075000000E1
5,534562932E1;3,073046875E1
5,544562932E1;3,075781250E1
5,554562932E1;3,072265625E1
5,564562932E1;3,075781250E1
5,574562932E1;3,073828125E1
5,584562932E1;3,071484375E1
5,594562932E1;3,071484375E1
5,604562932E1;3,073828125E1
5,614562932E1;3,076562500E1
5,624562932E1;3,069921875E1
5,634562932E1;3,077343750E1
5,644562932E1;3,075000000E1
5,654562932E1;3,071484375E1
5,664562932E1;3,076562500E1
5,674562932E1;3,072265625E1
5,684562932E1;3,073046875E1
5,694562932E1;3,073828125E1
5,704562932E1;3,073828125E1
5,714562932E1;3,073828125E1
5,724562932E1;3,073828125E1
5,734562932E1;3,073828125E1
5,744562932E1;3,072265625E1
5,754562932E1;3,076562500E1
5,764562932E1;3,073046875E1
5,774562932E1;3,076562500E1
5,784562932E1;3,073046875E1
5,794562932E1;3,075000000E1
5,804562932E1;3,075000000E1
5,814562932E1;3,073046875E1
5,824562932E1;3,073046875E1
5,834562932E1;3,072265625E1
5,844562932E1;3,071484375E1
5,854562932E1;3,075000000E1
5,864562932E1;3,073828125E1
5,874562932E1;3,071484375E1
5,884562932E1;3,070703125E1
5,894562932E1;3,071484375E1
5,904562932E1;3,070703125E1
5,914562932E1;3,072265625E1
5,924562932E1;3,073046875E1
5,934562932E1;3,071484375E1
5,944562932E1;3,072265625E1
5,954562932E1;3,071093750E1
5,964562932E1;3,075000000E1
5,974562932E1;3,069921875E1
5,984562932E1;3,070703125E1
5,994562932E1;3,069140625E1
6,004562932E1;3,071484375E1
6,014562932E1;3,069921875E1
6,024562932E1;3,071484375E1
6,034562932E1;3,069921875E1
6,044562932E1;3,070703125E1
6,054562932E1;3,073046875E1
6,064562932E1;3,071484375E1
6,074562932E1;3,073828125E1
6,084562932E1;3,072265625E1
6,094562932E1;3,073046875E1
6,104562932E1;3,069140625E1
6,114562932E1;3,070312500E1
6,124562932E1;3,068359375E1
6,134562932E1;3,071484375E1
6,144562932E1;3,069531250E1
6,154562932E1;3,073828125E1
6,164562932E1;3,067187500E1
6,174562932E1;3,069921875E1
6,184562932E1;3,069921875E1
6,194562932E1;3,072265625E1
6,204562932E1;3,066796875E1
6,214562932E1;3,067968750E1
6,224562932E1;3,069140625E1
6,234562932E1;3,070312500E1
6,244562932E1;3,073046875E1
6,254562932E1;3,069921875E1
6,264562932E1;3,073046875E1
6,274562932E1;3,071484375E1
6,284562932E1;3,069921875E1
6,294562932E1;3,072265625E1
6,304562932E1;3,070703125E1
6,314562932E1;3,072265625E1
6,324562932E1;3,070703125E1
6,334562932E1;3,072265625E1
6,344562932E1;3,066796875E1
6,354562932E1;3,069140625E1
6,364562932E1;3,073046875E1
6,374562932E1;3,070703125E1
6,384562932E1;3,072265625E1
6,394562932E1;3,071484375E1
6,404562932E1;3,072265625E1
6,414562932E1;3,069140625E1
6,424562932E1;3,071484375E1
6,434562932E1;3,066015625E1
6,444562932E1;3,072265625E1
6,454562932E1;3,072265625E1
6,464562932E1;3,071484375E1
6,474562932E1;3,070703125E1
6,484562932E1;3,073046875E1
6,494562932E1;3,070703125E1
6,504562932E1;3,071484375E1
6,514562932E1;3,070703125E1
6,524562932E1;3,071484375E1
6,534562932E1;3,068359375E1
6,544562932E1;3,070703125E1
6,554562932E1;3,073046875E1
6,564562932E1;3,069140625E1
6,574562932E1;3,069140625E1
6,584562932E1;3,068359375E1
6,594562932E1;3,073046875E1
6,604562932E1;3,070703125E1
6,614562932E1;3,073046875E1
6,624562932E1;3,071484375E1
6,634562932E1;3,070703125E1
6,644562932E1;3,069140625E1
6,654562932E1;3,070703125E1
6,664562932E1;3,069921875E1
6,674562932E1;3,066796875E1
6,684562932E1;3,067187500E1
6,694562932E1;3,069531250E1
6,704562932E1;3,069140625E1
6,714562932E1;3,069140625E1
6,724562932E1;3,068359375E1
6,734562932E1;3,066015625E1
6,744562932E1;3,067187500E1
6,754562932E1;3,068359375E1
6,764562932E1;3,069140625E1
6,774562932E1;3,068359375E1
6,784562932E1;3,068359375E1
6,794562932E1;3,067187500E1
6,804562932E1;3,073046875E1
6,814562932E1;3,073828125E1
6,824562932E1;3,073046875E1
6,834562932E1;3,071484375E1
6,844562932E1;3,065234375E1
6,854562932E1;3,068359375E1
6,864562932E1;3,068750000E1
6,874562932E1;3,070703125E1
6,884562932E1;3,066015625E1
6,894562932E1;3,066796875E1
6,904562932E1;3,068359375E1
6,914562932E1;3,065234375E1
6,924562932E1;3,069140625E1
6,934562932E1;3,067187500E1
6,944562932E1;3,069531250E1
6,954562932E1;3,066796875E1
6,964562932E1;3,069921875E1
6,974562932E1;3,072265625E1
6,984562932E1;3,071093750E1
6,994562932E1;3,070703125E1
7,004562932E1;3,068359375E1
7,014562932E1;3,066796875E1
7,024562932E1;3,066015625E1
7,034562932E1;3,067187500E1
7,044562932E1;3,068359375E1
7,054562932E1;3,066406250E1
7,064562932E1;3,067187500E1
7,074562932E1;3,071484375E1
7,084562932E1;3,066796875E1
7,094562932E1;3,067187500E1
7,104562932E1;3,067187500E1
7,114562932E1;3,062500000E1
7,124562932E1;3,065625000E1
7,134562932E1;3,062500000E1
7,144562932E1;3,063671875E1
7,154562932E1;3,066406250E1
7,164562932E1;3,066406250E1
7,174562932E1;3,066406250E1
7,184562932E1;3,062500000E1
7,194562932E1;3,060156250E1
7,204562932E1;3,063281250E1
7,214562932E1;3,067968750E1
7,224562932E1;3,064062500E1
7,234562932E1;3,064062500E1
7,244562932E1;3,061718750E1
7,254562932E1;3,069531250E1
7,264562932E1;3,065625000E1
7,274562932E1;3,064062500E1
7,284562932E1;3,066406250E1
7,294562932E1;3,067968750E1
7,304562932E1;3,064062500E1
7,314562932E1;3,064843750E1
7,324562932E1;3,058984375E1
7,334562932E1;3,061718750E1
7,344562932E1;3,058984375E1
7,354562932E1;3,059765625E1
7,364562932E1;3,067968750E1
7,374562932E1;3,060546875E1
7,384562932E1;3,064843750E1
7,394562932E1;3,066796875E1
7,404562932E1;3,059765625E1
7,414562932E1;3,066796875E1
7,424562932E1;3,065625000E1
7,434562932E1;3,062500000E1
7,444562932E1;3,062500000E1
7,454562932E1;3,059765625E1
7,464562932E1;3,064843750E1
7,474562932E1;3,061718750E1
7,484562932E1;3,066796875E1
7,494562932E1;3,058203125E1
7,504562932E1;3,058203125E1
7,514562932E1;3,059765625E1
7,524562932E1;3,057421875E1
7,534562932E1;3,059765625E1
7,544562932E1;3,061718750E1
7,554562932E1;3,062500000E1
7,564562932E1;3,061718750E1
7,574562932E1;3,061718750E1
7,584562932E1;3,062500000E1
7,594562932E1;3,056250000E1
7,604562932E1;3,060546875E1
7,614562932E1;3,058984375E1
7,624562932E1;3,059765625E1
7,634562932E1;3,060546875E1
7,644562932E1;3,057421875E1
7,654562932E1;3,060546875E1
7,664562932E1;3,062500000E1
7,674562932E1;3,058203125E1
7,684562932E1;3,055078125E1
7,694562932E1;3,057812500E1
7,704562932E1;3,060546875E1
7,714562932E1;3,058984375E1
7,724562932E1;3,055859375E1
7,734562932E1;3,058203125E1
7,744562932E1;3,055859375E1
7,754562932E1;3,060546875E1
7,764562932E1;3,057421875E1
7,774562932E1;3,058984375E1
7,784562932E1;3,058984375E1
7,794562932E1;3,056640625E1
7,804562932E1;3,059765625E1
7,814562932E1;3,055468750E1
7,824562932E1;3,059765625E1
7,834562932E1;3,058203125E1
7,844562932E1;3,060546875E1
7,854562932E1;3,058203125E1
7,864562932E1;3,056640625E1
7,874562932E1;3,057421875E1
7,884562932E1;3,058203125E1
7,894562932E1;3,057421875E1
7,904562932E1;3,052343750E1
7,914562932E1;3,055859375E1
7,924562932E1;3,053906250E1
7,934562932E1;3,056250000E1
7,944562932E1;3,053906250E1
7,954562932E1;3,053125000E1
7,964562932E1;3,060156250E1
7,974562932E1;3,057421875E1
7,984562932E1;3,055859375E1
7,994562932E1;3,055859375E1
8,004562932E1;3,055859375E1
8,014562932E1;3,053515625E1
8,024562932E1;3,055078125E1
8,034562932E1;3,058984375E1
8,044562932E1;3,058984375E1
8,054562932E1;3,053515625E1
8,064562932E1;3,055468750E1
8,074562932E1;3,058203125E1
8,084562932E1;3,055859375E1
8,094562932E1;3,053515625E1
8,104562932E1;3,053906250E1
8,114562932E1;3,050390625E1
8,124562932E1;3,055859375E1
8,134562932E1;3,055078125E1
8,144562932E1;3,052734375E1
8,154562932E1;3,056250000E1
8,164562932E1;3,053125000E1
8,174562932E1;3,050000000E1
8,184562932E1;3,053906250E1
8,194562932E1;3,056250000E1
8,204562932E1;3,060546875E1
8,214562932E1;3,051171875E1
8,224562932E1;3,053906250E1
8,234562932E1;3,052734375E1
8,244562932E1;3,055468750E1
8,254562932E1;3,052734375E1
